"MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE","MSSIH_EVENT_SMAS_HISTORY_ID","MSSIH_EVENT_SMAS_SAMPLE_DATE","MSSIH_BIOSAMPLE_COLLECT_METHOD_NUM","BIOSAMPLE_COLLECT_METHOD"
"08-MOOC-0.4_19960918_1_1",26,7.35,15,10,4.64,7.33,NA,NA,7.26,55,5.97,5.74,5.65,NA,NA,NA,NA,"08-MOOC-0.4","9/18/1996",1,"Kick:Standard"
"08-MOOC-0.4_20020828_1_1",24,6.76,12,8.5,4.69,7.26,NA,NA,6.22,43,3.95,6.15,4.62,NA,NA,NA,NA,"08-MOOC-0.4","8/28/2002",1,"Kick:Standard"
"08-MOOC-0.4_20070925_1_1",36,10,14,9.5,4.48,7.52,NA,NA,7.54,61,6.94,6.51,3.73,NA,NA,NA,NA,"08-MOOC-0.4","9/25/2007",1,"Kick:Standard"
"08-MOOC-0.4_20120710_1_1",29,8.33,12,8.5,4.93,6.96,NA,NA,6.5,52,5.48,6.7,3.25,NA,NA,NA,NA,"08-MOOC-0.4","7/10/2012",1,"Kick:Standard"
"08-MOOC-0.4_20170913_1_1",34,9.72,19,10,4.55,7.44,NA,NA,8.19,81,9.13,6.14,4.65,NA,NA,NA,NA,"08-MOOC-0.4","9/13/2017",1,"Kick:Standard"
"08-MOOS-1.2_19760706_2_1",32,10,6,8,6.23,9.42,3.597179908,10,9.36,NA,NA,NA,NA,NA,NA,NA,NA,"08-MOOS-1.2","7/6/1976",2,"Multiplate:Navigable"
"08-MOOS-1.2_19760810_2_1",19,6.36,8,9,4.79,10,3.643903979,10,8.84,NA,NA,NA,NA,NA,NA,NA,NA,"08-MOOS-1.2","8/10/1976",2,"Multiplate:Navigable"
"08-MOOS-1.2_19760914_2_1",26,10,5,7,4.83,10,3.769983406,10,9.25,NA,NA,NA,NA,NA,NA,NA,NA,"08-MOOS-1.2","9/14/1976",2,"Multiplate:Navigable"
"08-MOOS-1.2_19820713_2_1",30,10,7,8.5,6.06,9.85,3.122256754,8.11,9.12,NA,NA,NA,NA,NA,NA,NA,NA,"08-MOOS-1.2","7/13/1982",2,"Multiplate:Navigable"
"08-MOOS-1.2_19820817_2_1",29,10,7,8.5,5.88,10,3.020445375,7.6,9.03,NA,NA,NA,NA,NA,NA,NA,NA,"08-MOOS-1.2","8/17/1982",2,"Multiplate:Navigable"
"08-MOOS-1.2_19820921_2_1",14,3.86,5,7,5.85,10,1.625769879,0.63,5.37,NA,NA,NA,NA,NA,NA,NA,NA,"08-MOOS-1.2","9/21/1982",2,"Multiplate:Navigable"
"08-MOOS-1.2_19910702_1_1",26,7.35,12,8.5,4.58,7.4,NA,NA,7.26,45,4.27,3.7,8.8,NA,NA,NA,NA,"08-MOOS-1.2","7/2/1991",1,"Kick:Standard"
"08-MOOS-11.4_20120712_1_1",27,7.78,17,10,3.1,8.9,NA,NA,8.41,61,6.94,4.09,8.41,NA,NA,NA,NA,"08-MOOS-11.4","7/12/2012",1,"Kick:Standard"
"08-MOOS-16.8_19960918_1_1",27,7.78,15,10,4.32,7.68,NA,NA,8,62,7.1,5.03,7.42,NA,NA,NA,NA,"08-MOOS-16.8","9/18/1996",1,"Kick:Standard"
"08-MOOS-16.8_20030903_1_1",32,9.17,19,10,3.59,8.41,NA,NA,8.86,79,8.94,4.73,7.77,NA,NA,NA,NA,"08-MOOS-16.8","9/3/2003",1,"Kick:Standard"
"08-MOOS-16.8_20080930_1_1",25,7.06,13,9,3.75,8.25,NA,NA,7.86,61,6.94,4.43,8.07,NA,NA,NA,NA,"08-MOOS-16.8","9/30/2008",1,"Kick:Standard"
"08-MOOS-16.8_20120710_1_1",23,6.47,15,10,2.93,9.07,NA,NA,8.42,70,8.08,4.03,8.47,NA,NA,NA,NA,"08-MOOS-16.8","7/10/2012",1,"Kick:Standard"
"08-MOOS-16.8_20170912_1_1",22,6.18,13,9,4.59,7.39,NA,NA,7.68,66,7.69,4.36,8.14,NA,NA,NA,NA,"08-MOOS-16.8","9/12/2017",1,"Kick:Standard"
"08-MOOS-2.5_20120711_1_1",21,5.88,13,9,2.9,9.1,NA,NA,8.47,73,8.37,2.95,10,NA,NA,NA,NA,"08-MOOS-2.5","7/11/2012",1,"Kick:Standard"
"08-MOOS-2.5_20170913_1_1",20,5.59,12,8.5,3.92,8.08,NA,NA,7.93,76,8.65,3.67,8.83,NA,NA,NA,NA,"08-MOOS-2.5","9/13/2017",1,"Kick:Standard"
"08-MOOS-4.9_19970819_1_1",21,5.88,10,7.27,4.44,7.56,NA,NA,7.29,65,7.6,4.35,8.15,NA,NA,NA,NA,"08-MOOS-4.9","8/19/1997",1,"Kick:Standard"
"08-MOOS-4.9_20020827_1_1",22,6.18,11,8,3.29,8.71,NA,NA,7.75,66,7.69,4.31,8.19,NA,NA,NA,NA,"08-MOOS-4.9","8/27/2002",1,"Kick:Standard"
"08-MOOS_M-3.9_19960918_1_1",29,8.33,13,9,3.9,8.1,NA,NA,7.97,68,7.88,5.38,6.55,NA,NA,NA,NA,"08-MOOS_M-3.9","9/18/1996",1,"Kick:Standard"
"08-MOOS_M-3.9_20020827_1_1",16,4.26,11,8,3.97,8.03,NA,NA,5.47,42,3.79,6.69,3.27,NA,NA,NA,NA,"08-MOOS_M-3.9","8/27/2002",1,"Kick:Standard"
"08-MOOS_M-3.9_20080930_1_1",25,7.06,13,9,3.75,8.25,NA,NA,7.86,61,6.94,4.43,8.07,NA,NA,NA,NA,"08-MOOS_M-3.9","9/30/2008",1,"Kick:Standard"
"08-MOOS_M-3.9_20170912_1_1",29,8.33,13,9,4.46,7.54,NA,NA,7.7,72,8.27,5.85,5.38,NA,NA,NA,NA,"08-MOOS_M-3.9","9/12/2017",1,"Kick:Standard"
"08-MOOS_S-0.1_19960918_1_1",30,8.61,15,10,3.77,8.23,NA,NA,8.7,88,9.81,5.26,6.85,NA,NA,NA,NA,"08-MOOS_S-0.1","9/18/1996",1,"Kick:Standard"
"08-MOOS_S-0.1_20020827_1_1",29,8.33,14,9.5,4.59,7.39,NA,NA,6.98,49,4.92,6.1,4.75,NA,NA,NA,NA,"08-MOOS_S-0.1","8/27/2002",1,"Kick:Standard"
"08-MOOS_S-0.1_20070925_1_1",31,8.89,14,9.5,4.17,7.83,NA,NA,7.83,67,7.79,5.94,5.15,NA,NA,NA,NA,"08-MOOS_S-0.1","9/25/2007",1,"Kick:Standard"
"08-MOOS_S-0.1_20120710_1_1",29,8.33,18,10,5.07,6.79,NA,NA,6.75,54,5.81,6.88,2.8,NA,NA,NA,NA,"08-MOOS_S-0.1","7/10/2012",1,"Kick:Standard"
"08-MOOS_S-0.1_20170912_1_1",43,10,17,10,4.39,7.61,NA,NA,8.97,82,9.23,4.47,8.03,NA,NA,NA,NA,"08-MOOS_S-0.1","9/12/2017",1,"Kick:Standard"
"08-MUKE-2.9_20070926_1_1",27,7.78,12,8.5,4.27,7.73,NA,NA,7.45,75,8.56,6.12,4.7,NA,NA,NA,NA,"08-MUKE-2.9","9/26/2007",1,"Kick:Standard"
"08-MUKE_T1-2.6_20020827_1_1",25,7.06,3,3.61,5.53,6.21,NA,NA,4.93,48,4.76,6.8,3,NA,NA,NA,NA,"08-MUKE_T1-2.6","8/27/2002",1,"Kick:Standard"
"08-MURM-0.5_20020828_1_1",26,7.35,9,6.82,4.28,7.72,NA,NA,6.53,59,6.61,6.35,4.13,NA,NA,NA,NA,"08-MURM-0.5","8/28/2002",1,"Kick:Standard"
"08-OLMS-0.3_20070926_1_1",25,7.06,7,5.91,5.59,6.14,NA,NA,5.56,49,4.92,6.5,3.75,NA,NA,NA,NA,"08-OLMS-0.3","9/26/2007",1,"Kick:Standard"
"08-OTLO-0.7_20070925_1_1",23,6.47,10,7.27,4.03,7.97,NA,NA,6.27,54,5.81,6.47,3.83,NA,NA,NA,NA,"08-OTLO-0.7","9/25/2007",1,"Kick:Standard"
"08-OTTR-0.9_20020827_1_1",28,8.06,13,9,3.5,8.5,NA,NA,7.75,56,6.13,5.18,7.05,NA,NA,NA,NA,"08-OTTR-0.9","8/27/2002",1,"Kick:Standard"
"08-OTTR-1.9_20120711_1_1",23,6.47,12,8.5,2.83,9.17,NA,NA,8.06,75,8.56,4.92,7.58,NA,NA,NA,NA,"08-OTTR-1.9","7/11/2012",1,"Kick:Standard"
"08-OTTR-12.1_20170912_1_1",25,7.06,17,10,4.21,7.79,NA,NA,7.98,72,8.27,5.29,6.78,NA,NA,NA,NA,"08-OTTR-12.1","9/12/2017",1,"Kick:Standard"
"08-PHIL-0.3_20170913_1_1",21,5.88,8,6.36,5.71,5.99,NA,NA,5.72,55,5.97,6.23,4.42,NA,NA,NA,NA,"08-PHIL-0.3","9/13/2017",1,"Kick:Standard"
"08-PHIL-3.9_20020612_1_1",16,4.26,0,0,6.94,4.45,NA,NA,3.04,40,3.47,6.79,3.02,NA,NA,NA,NA,"08-PHIL-3.9","6/12/2002",1,"Kick:Standard"
"08-PHIL-3.9_20070925_1_1",7,1.15,0,0,7.9,3.25,NA,NA,1.79,32,2.07,7,2.5,NA,NA,NA,NA,"08-PHIL-3.9","9/25/2007",1,"Kick:Standard"
"08-PHIL-6.5_20020612_1_1",13,3.38,1,1.25,6.71,4.74,NA,NA,4.24,39,3.31,3.96,8.54,NA,NA,NA,NA,"08-PHIL-6.5","6/12/2002",1,"Kick:Standard"
"08-PINC-0.4_20070925_1_1",22,6.18,12,8.5,3.52,8.48,NA,NA,7.36,59,6.61,5.19,7.02,NA,NA,NA,NA,"08-PINC-0.4","9/25/2007",1,"Kick:Standard"
"08-PINC-0.4_20080930_1_1",26,7.35,13,9,3.41,8.59,NA,NA,7.8,66,7.69,5.45,6.38,NA,NA,NA,NA,"08-PINC-0.4","9/30/2008",1,"Kick:Standard"
"08-PINK-0.8_20070925_1_1",19,5.29,11,8,4.01,7.99,NA,NA,6.87,74,8.46,6.15,4.62,NA,NA,NA,NA,"08-PINK-0.8","9/25/2007",1,"Kick:Standard"
"08-ROAR-2.2_19960918_1_1",28,8.06,15,10,4.02,7.98,NA,NA,7.54,61,6.94,6.12,4.7,NA,NA,NA,NA,"08-ROAR-2.2","9/18/1996",1,"Kick:Standard"
"08-ROAR-2.2_20070926_1_1",23,6.47,13,9,4.36,7.64,NA,NA,7.24,64,7.42,5.74,5.65,NA,NA,NA,NA,"08-ROAR-2.2","9/26/2007",1,"Kick:Standard"
"08-ROAR-2.2_20080930_1_1",30,8.61,16,10,4.56,7.43,NA,NA,8.29,81,9.13,5.48,6.3,NA,NA,NA,NA,"08-ROAR-2.2","9/30/2008",1,"Kick:Standard"
"08-ROAR-2.2_20120712_1_1",29,8.33,13,9,4.77,7.16,NA,NA,6.99,63,7.26,6.72,3.2,NA,NA,NA,NA,"08-ROAR-2.2","7/12/2012",1,"Kick:Standard"
"08-ROAR-2.2_20170912_1_1",18,4.85,9,6.82,4.93,6.96,NA,NA,5.98,73,8.37,6.85,2.88,NA,NA,NA,NA,"08-ROAR-2.2","9/12/2017",1,"Kick:Standard"
"08-SLVR-0.3_19960918_1_1",24,6.76,12,8.5,3.61,8.39,NA,NA,7.65,61,6.94,4.85,7.65,NA,NA,NA,NA,"08-SLVR-0.3","9/18/1996",1,"Kick:Standard"
"08-SLVR-0.3_20120710_1_1",16,4.26,10,7.27,2.75,9.25,NA,NA,7.58,83,9.33,4.7,7.8,NA,NA,NA,NA,"08-SLVR-0.3","7/10/2012",1,"Kick:Standard"
"08-SLVR-0.3_20170912_1_1",27,7.78,14,9.5,2.91,9.09,NA,NA,8.26,64,7.42,5,7.5,NA,NA,NA,NA,"08-SLVR-0.3","9/12/2017",1,"Kick:Standard"
"08-SNDC-1.1_20170913_1_1",32,9.17,13,9,4.29,7.71,NA,NA,7.35,74,8.46,7.03,2.42,NA,NA,NA,NA,"08-SNDC-1.1","9/13/2017",1,"Kick:Standard"
"08-STNK-1.9_20070926_1_1",25,7.06,11,8,5.58,6.15,NA,NA,6.6,72,8.27,6.6,3.5,NA,NA,NA,NA,"08-STNK-1.9","9/26/2007",1,"Kick:Standard"
"08-STNK-1.9_20170912_1_1",29,8.33,13,9,4.19,7.81,NA,NA,7.62,80,9.04,6.43,3.93,NA,NA,NA,NA,"08-STNK-1.9","9/12/2017",1,"Kick:Standard"
"08-SUGR-1.0_19960918_1_1",25,7.06,15,10,4.69,7.26,NA,NA,7.58,62,7.1,5.41,6.47,NA,NA,NA,NA,"08-SUGR-1.0","9/18/1996",1,"Kick:Standard"
"08-SUGR-3.3_20020828_1_1",16,4.26,8,6.36,4.69,7.26,NA,NA,4.51,26,1.03,6.55,3.63,NA,NA,NA,NA,"08-SUGR-3.3","8/28/2002",1,"Kick:Standard"
"08-SUND-0.2_20070926_1_1",24,6.76,9,6.82,3.23,8.77,NA,NA,7.41,73,8.37,5.46,6.35,NA,NA,NA,NA,"08-SUND-0.2","9/26/2007",1,"Kick:Standard"
"08-SUND-0.2_20170912_1_1",29,8.33,13,9,3.63,8.37,NA,NA,8.06,86,9.62,6,5,NA,NA,NA,NA,"08-SUND-0.2","9/12/2017",1,"Kick:Standard"
"08-TANE-0.4_20070926_1_1",17,4.56,7,5.91,3.15,8.85,NA,NA,6.24,71,8.17,6.51,3.73,NA,NA,NA,NA,"08-TANE-0.4","9/26/2007",1,"Kick:Standard"
"08-TANE-0.7_20170913_1_1",26,7.35,11,8,3.23,8.77,NA,NA,7.55,67,7.79,5.67,5.82,NA,NA,NA,NA,"08-TANE-0.7","9/13/2017",1,"Kick:Standard"
"08-THRK-0.7_20070926_1_1",20,5.59,8,6.36,3.62,8.38,NA,NA,7.26,61,6.94,3.49,9.01,NA,NA,NA,NA,"08-THRK-0.7","9/26/2007",1,"Kick:Standard"
"08-TWIL-0.9_20070925_1_1",23,6.47,11,8,4.05,7.95,NA,NA,6.94,60,6.77,5.8,5.5,NA,NA,NA,NA,"08-TWIL-0.9","9/25/2007",1,"Kick:Standard"
"08-TWIT-0.9_20070926_1_1",20,5.59,7,5.91,3.93,8.07,NA,NA,5.86,58,6.45,6.69,3.27,NA,NA,NA,NA,"08-TWIT-0.9","9/26/2007",1,"Kick:Standard"
"08-TWIT-0.9_20170912_1_1",20,5.59,6,5.45,3.94,8.06,NA,NA,7.04,73,8.37,4.76,7.74,NA,NA,NA,NA,"08-TWIT-0.9","9/12/2017",1,"Kick:Standard"
"08-WDHL-4.0_20020828_1_1",26,7.35,11,8,3.23,8.77,NA,NA,7.77,59,6.61,4.39,8.11,NA,NA,NA,NA,"08-WDHL-4.0","8/28/2002",1,"Kick:Standard"
"08-WDHL-4.0_20030903_1_1",30,8.61,19,10,3.73,8.27,NA,NA,8.37,64,7.42,4.95,7.55,NA,NA,NA,NA,"08-WDHL-4.0","9/3/2003",1,"Kick:Standard"
"08-WDHL-4.0_20070925_1_1",29,8.33,18,10,3.13,8.87,NA,NA,8.31,58,6.45,4.58,7.92,NA,NA,NA,NA,"08-WDHL-4.0","9/25/2007",1,"Kick:Standard"
"08-WDMR-0.1_20020828_1_1",25,7.06,6,5.45,4.79,7.14,NA,NA,6.62,71,8.17,5.88,5.3,NA,NA,NA,NA,"08-WDMR-0.1","8/28/2002",1,"Kick:Standard"
"08-WHET-1.9_19960918_1_1",23,6.47,12,8.5,4.52,7.48,NA,NA,7.04,74,8.46,6.29,4.28,NA,NA,NA,NA,"08-WHET-1.9","9/18/1996",1,"Kick:Standard"
"08-WHET-1.9_20020827_1_1",37,10,14,9.5,4.57,7.41,NA,NA,8.18,76,8.65,5.87,5.32,NA,NA,NA,NA,"08-WHET-1.9","8/27/2002",1,"Kick:Standard"
"08-WITR-1.2_20070926_1_1",21,5.88,5,4.72,5.01,6.86,NA,NA,5.27,46,4.44,6.22,4.45,NA,NA,NA,NA,"08-WITR-1.2","9/26/2007",1,"Kick:Standard"
"09-ADKS_01-0.1_20040824_1_1",20,5.59,5,4.72,6.01,5.61,NA,NA,5.05,42,3.79,5.78,5.55,NA,NA,NA,NA,"09-ADKS_01-0.1","8/24/2004",1,"Kick:Standard"
"09-ADKS_02-1.2_20040824_1_1",32,9.17,10,7.27,4.8,7.12,NA,NA,7.12,61,6.94,5.97,5.08,NA,NA,NA,NA,"09-ADKS_02-1.2","8/24/2004",1,"Kick:Standard"
"09-ADKS_03-0.2_20040818_1_1",32,9.17,8,6.36,5.72,5.98,NA,NA,6.73,58,6.45,5.72,5.7,NA,NA,NA,NA,"09-ADKS_03-0.2","8/18/2004",1,"Kick:Standard"
"09-ADKS_04-7.4_20040818_1_1",26,7.35,12,8.5,4.67,7.29,NA,NA,7.26,50,5.16,4.48,8.02,NA,NA,NA,NA,"09-ADKS_04-7.4","8/18/2004",1,"Kick:Standard"
"09-ADKS_04-7.4_20140729_1_1",23,6.47,5,4.72,4.75,7.19,NA,NA,5.65,54,5.81,6.38,4.05,NA,NA,NA,NA,"09-ADKS_04-7.4","7/29/2014",1,"Kick:Standard"
"09-ADKS_05-4.7_20040818_1_1",30,8.61,12,8.5,3.53,8.47,NA,NA,7.96,66,7.69,5.39,6.53,NA,NA,NA,NA,"09-ADKS_05-4.7","8/18/2004",1,"Kick:Standard"
"09-ADKS_05-4.7_20140728_1_1",17,4.56,6,5.45,3.53,8.47,NA,NA,6.47,57,6.29,4.94,7.56,NA,NA,NA,NA,"09-ADKS_05-4.7","7/28/2014",1,"Kick:Standard"
"09-ADKS_06-0.9_20040818_1_1",19,5.29,3,3.61,7.24,4.07,NA,NA,4.34,37,2.98,5.69,5.77,NA,NA,NA,NA,"09-ADKS_06-0.9","8/18/2004",1,"Kick:Standard"
"09-ADKS_06-0.9_20140729_1_1",25,7.06,14,9.5,3.8,8.2,NA,NA,7.39,64,7.42,6.1,4.75,NA,NA,NA,NA,"09-ADKS_06-0.9","7/29/2014",1,"Kick:Standard"
"09-ADKS_07-0.8_20040817_1_1",19,5.29,7,5.91,4.45,7.55,NA,NA,5.85,43,3.95,5.38,6.55,NA,NA,NA,NA,"09-ADKS_07-0.8","8/17/2004",1,"Kick:Standard"
"09-ADKS_07-0.8_20140716_1_1",23,6.47,8,6.36,2.99,9.01,NA,NA,6.51,46,4.44,5.5,6.25,NA,NA,NA,NA,"09-ADKS_07-0.8","7/16/2014",1,"Kick:Standard"
"09-ADKS_08-0.6_20040818_1_1",20,5.59,8,6.36,5.78,5.9,NA,NA,5.63,48,4.76,5.78,5.55,NA,NA,NA,NA,"09-ADKS_08-0.6","8/18/2004",1,"Kick:Standard"
"09-ADKS_08-0.6_20140716_1_1",23,6.47,8,6.36,4.28,7.72,NA,NA,6.43,52,5.48,5.56,6.1,NA,NA,NA,NA,"09-ADKS_08-0.6","7/16/2014",1,"Kick:Standard"
"09-ADKS_09-0.8_20040824_1_1",21,5.88,5,4.72,5.19,6.64,NA,NA,4.81,50,5.16,7.33,1.67,NA,NA,NA,NA,"09-ADKS_09-0.8","8/24/2004",1,"Kick:Standard"
"09-ADKS_10-0.3_20040825_1_1",26,7.35,8,6.36,4.05,7.95,NA,NA,5.85,54,5.81,7.28,1.8,NA,NA,NA,NA,"09-ADKS_10-0.3","8/25/2004",1,"Kick:Standard"
"09-ADKS_10-0.3_20140729_1_1",25,7.06,10,7.27,2.3,9.7,NA,NA,7.81,63,7.26,4.76,7.74,NA,NA,NA,NA,"09-ADKS_10-0.3","7/29/2014",1,"Kick:Standard"
"09-ADKS_11-0.3_20040825_1_1",30,8.61,8,6.36,4.83,7.09,NA,NA,5.98,52,5.48,7.05,2.38,NA,NA,NA,NA,"09-ADKS_11-0.3","8/25/2004",1,"Kick:Standard"
"09-ADKS_12-0.5_20040825_1_1",24,6.76,1,1.25,5.25,6.56,NA,NA,4.02,40,3.47,7.18,2.05,NA,NA,NA,NA,"09-ADKS_12-0.5","8/25/2004",1,"Kick:Standard"
"09-ADKS_13-0.5_20040825_1_1",20,5.59,6,5.45,4.81,7.11,NA,NA,5.92,39,3.31,4.37,8.13,NA,NA,NA,NA,"09-ADKS_13-0.5","8/25/2004",1,"Kick:Standard"
"09-ADKS_14-0.4_20040825_1_1",20,5.59,8,6.36,5.02,6.85,NA,NA,5.9,51,5.32,5.85,5.38,NA,NA,NA,NA,"09-ADKS_14-0.4","8/25/2004",1,"Kick:Standard"
"09-ADKS_15-0.9_20040825_1_1",28,8.06,14,9.5,3.14,8.86,NA,NA,8.1,56,6.13,4.55,7.95,NA,NA,NA,NA,"09-ADKS_15-0.9","8/25/2004",1,"Kick:Standard"
"09-ADKS11_157-1.6_20110817_1_1",28,8.06,10,7.27,3.06,8.94,NA,NA,7.56,52,5.48,4.43,8.07,NA,NA,NA,NA,"09-ADKS11_157-1.6","8/17/2011",1,"Kick:Standard"
"09-ALDM-0.8_20190911_1_1",32,9.17,20,10,3.65,8.35,NA,NA,8.19,79,8.94,6.21,4.47,NA,NA,NA,NA,"09-ALDM-0.8","9/11/2019",1,"Kick:Standard"
"09-AMPR-2.6_20040818_1_1",30,8.61,15,10,3.01,8.99,NA,NA,8.72,68,7.88,4.39,8.11,NA,NA,NA,NA,"09-AMPR-2.6","8/18/2004",1,"Kick:Standard"
"09-AMPR-2.6_20190910_1_1",33,9.44,20,10,3.79,8.21,NA,NA,8.42,69,7.98,5.41,6.47,NA,NA,NA,NA,"09-AMPR-2.6","9/10/2019",1,"Kick:Standard"
"09-BAVR-6.9_20040721_6_1",21,7.27,4,6,5.82,6.97,NA,NA,6.88,NA,NA,NA,NA,10,7.27,NA,NA,"09-BAVR-6.9","7/21/2004",6,"Kick:Sandy_Stream"
"09-BCKB-0.6_20090805_6_1",12,2.95,2,3.5,5.65,7.25,NA,NA,4.9,NA,NA,NA,NA,7,5.91,NA,NA,"09-BCKB-0.6","8/5/2009",6,"Kick:Sandy_Stream"
"09-BICR-2.6_20040721_6_1",17,5.45,0,0,6.85,5.25,NA,NA,4.67,NA,NA,NA,NA,11,8,NA,NA,"09-BICR-2.6","7/21/2004",6,"Kick:Sandy_Stream"
"09-BICR-2.6_20140721_6_1",29,10,5,7,6.85,5.25,NA,NA,8.06,NA,NA,NA,NA,18,10,NA,NA,"09-BICR-2.6","7/21/2014",6,"Kick:Sandy_Stream"
"09-BLAH-4.2_20040720_6_1",22,8,3,4.5,6.94,5.1,NA,NA,5.99,NA,NA,NA,NA,8,6.36,NA,NA,"09-BLAH-4.2","7/20/2004",6,"Kick:Sandy_Stream"
"09-BLAP-1.8_20040720_1_1",24,6.76,18,10,4.74,7.2,NA,NA,7.11,63,7.26,6.26,4.35,NA,NA,NA,NA,"09-BLAP-1.8","7/20/2004",1,"Kick:Standard"
"09-BLAP-1.8_20050810_1_1",26,7.35,11,8,4.91,6.99,NA,NA,6,49,4.92,6.9,2.75,NA,NA,NA,NA,"09-BLAP-1.8","8/10/2005",1,"Kick:Standard"
"09-BLAP-17.4_20090804_1_1",15,3.97,5,4.72,7.08,4.28,NA,NA,3.13,35,2.66,8.57,0,NA,NA,NA,NA,"09-BLAP-17.4","8/4/2009",1,"Kick:Standard"
"09-BLAP_W-7.4_20170912_1_1",35,10,18,10,3.78,8.22,NA,NA,8.49,83,9.33,6.03,4.92,NA,NA,NA,NA,"09-BLAP_W-7.4","9/12/2017",1,"Kick:Standard"
"09-BOAR-0.8_20040720_1_1",29,8.33,17,10,3.55,8.45,NA,NA,8.72,81,9.13,4.81,7.69,NA,NA,NA,NA,"09-BOAR-0.8","7/20/2004",1,"Kick:Standard"
"09-BOGR-0.1_20040715_1_1",25,7.06,11,8,5.09,6.76,NA,NA,5.77,42,3.79,6.7,3.25,NA,NA,NA,NA,"09-BOGR-0.1","7/15/2004",1,"Kick:Standard"
"09-BOLA-1.3_20040720_6_1",12,2.95,3,4.5,8.53,2.45,NA,NA,3.52,NA,NA,NA,NA,4,4.17,NA,NA,"09-BOLA-1.3","7/20/2004",6,"Kick:Sandy_Stream"
"09-BRAB-1.1_20040721_1_1",22,6.18,12,8.5,3.5,8.5,NA,NA,7.66,71,8.17,5.22,6.95,NA,NA,NA,NA,"09-BRAB-1.1","7/21/2004",1,"Kick:Standard"
"09-BRND-2.5_20040721_6_1",20,6.82,4,6,6.35,6.08,NA,NA,6.72,NA,NA,NA,NA,11,8,NA,NA,"09-BRND-2.5","7/21/2004",6,"Kick:Sandy_Stream"
"09-BRND-2.5_20140721_6_1",21,7.27,8,9,5.59,7.35,NA,NA,8.4,NA,NA,NA,NA,16,10,NA,NA,"09-BRND-2.5","7/21/2014",6,"Kick:Sandy_Stream"
"09-BULC-0.4_20140722_1_1",36,10,12,8.5,4.35,7.65,NA,NA,7.28,60,6.77,6.6,3.5,NA,NA,NA,NA,"09-BULC-0.4","7/22/2014",1,"Kick:Standard"
"09-CGAY-2.7_19970716_1_1",26,7.35,19,10,2.52,9.48,NA,NA,8.59,73,8.37,4.73,7.77,NA,NA,NA,NA,"09-CGAY-2.7","7/16/1997",1,"Kick:Standard"
"09-CGAY-2.7_20050809_1_1",25,7.06,13,9,2.59,9.41,NA,NA,8.03,61,6.94,4.78,7.72,NA,NA,NA,NA,"09-CGAY-2.7","8/9/2005",1,"Kick:Standard"
"09-CGAY-2.7_20061108_1_1",27,7.78,15,10,2.33,9.67,NA,NA,8.93,81,9.13,4.42,8.08,NA,NA,NA,NA,"09-CGAY-2.7","11/8/2006",1,"Kick:Standard"
"09-CGAY-2.7_20061108_1_2",25,7.06,15,10,2.6,9.4,NA,NA,8.6,76,8.65,4.59,7.91,NA,NA,NA,NA,"09-CGAY-2.7","11/8/2006",1,"Kick:Standard"
"09-CGAY-2.7_20061108_1_3",25,7.06,14,9.5,3.26,8.74,NA,NA,8.08,69,7.98,5.15,7.12,NA,NA,NA,NA,"09-CGAY-2.7","11/8/2006",1,"Kick:Standard"
"09-CGAY-2.7_20061108_1_4",24,6.76,14,9.5,3.86,8.14,NA,NA,7.35,54,5.81,5.39,6.53,NA,NA,NA,NA,"09-CGAY-2.7","11/8/2006",1,"Kick:Standard"
"09-CGAY-2.7_20090804_1_1",24,6.76,12,8.5,2.63,9.37,NA,NA,8.36,79,8.94,4.27,8.23,NA,NA,NA,NA,"09-CGAY-2.7","8/4/2009",1,"Kick:Standard"
"09-CGAY-2.7_20100819_1_1",30,8.61,14,9.5,3.83,8.17,NA,NA,8.27,72,8.27,5.29,6.78,NA,NA,NA,NA,"09-CGAY-2.7","8/19/2010",1,"Kick:Standard"
"09-CGAY-2.7_20140715_1_1",26,7.35,20,10,2.56,9.44,NA,NA,8.36,62,7.1,4.61,7.89,NA,NA,NA,NA,"09-CGAY-2.7","7/15/2014",1,"Kick:Standard"
"09-CGAY-2.7_20150921_1_1",20,5.59,15,10,3.28,8.72,NA,NA,7.87,64,7.42,4.88,7.62,NA,NA,NA,NA,"09-CGAY-2.7","9/21/2015",1,"Kick:Standard"
"09-CGAY-2.7_20190916_1_1",18,4.85,14,9.5,3.06,8.94,NA,NA,7.23,51,5.32,4.94,7.56,NA,NA,NA,NA,"09-CGAY-2.7","9/16/2019",1,"Kick:Standard"
"09-CGAY-4.9_20060914_1_1",23,6.47,14,9.5,2.54,9.46,NA,NA,7.92,56,6.13,4.48,8.02,NA,NA,NA,NA,"09-CGAY-4.9","9/14/2006",1,"Kick:Standard"
